0.569340,-0.633443,-0.129698,-0.812050,-0.611974,-0.160563,-0.608003,-0.789136,-0.821176
-0.698423,1.032993,-0.050279,-0.122873,-0.255997,-0.171153,-0.252252,-0.520292,-0.117001
-0.718388,0.939373,1.855769,-1.114537,-1.193405,-1.192173,-1.248878,-1.351886,-0.117001
2.051724,-1.143672,0.346814,-0.641815,-0.391268,-0.571795,-0.526913,-1.511739,-0.117001
-1.437120,1.248319,-0.367954,-0.315989,-0.327192,-0.623861,-0.312416,-0.168731,1.291351
-0.838177,1.421516,-1.162141,1.610136,1.177407,0.866634,1.155057,0.186937,-0.117001
-0.843168,1.051717,1.061582,-0.993725,-1.055760,-1.031563,-1.063155,-0.368179,-0.117001
0.734049,-0.759830,1.061582,-0.549376,-0.569257,-0.370591,-0.526913,-0.232441,-0.821176
0.768987,-0.778554,0.585070,-0.473868,-0.588243,-0.626508,-0.563534,0.497060,-0.821176
0.793943,-0.928346,-0.526791,0.437255,-0.025798,0.152714,0.061646,1.410528,-0.821176
-1.187560,0.770857,1.855769,-0.850948,-0.925235,-0.938021,-0.929749,0.078788,-0.821176
-1.157613,0.784900,1.458675,0.159936,0.211521,-0.022897,0.297069,-0.066164,-0.821176
1.108389,-0.703658,-0.209117,0.587354,0.076249,0.385687,0.137504,-0.075062,-0.117001
-1.661724,1.618118,-1.082722,-0.070247,0.014546,-0.520612,-0.312416,-1.030442,-0.117001
-1.821442,1.646204,0.585070,-0.672933,-0.763858,-0.812710,-0.775415,-0.146038,-0.821176
-0.808230,1.421516,-1.003304,-0.403852,-0.602482,-0.575325,-0.581845,0.498008,-0.117001
1.088424,-0.717701,-1.320978,2.081028,2.321282,3.033102,1.924107,-0.748698,-0.117001
-1.202534,1.089165,-1.320978,1.103550,1.386247,0.691905,1.346011,-0.375866,-0.117001
1.178265,-1.321550,-0.129698,-0.603375,-0.763858,-0.820652,-0.806805,0.743737,1.995526
0.823891,-0.947070,-0.844466,-0.502698,-0.267863,-0.882425,-0.553071,0.771748,-0.821176
0.818899,-0.844088,0.267395,-0.386463,-0.301087,-0.259400,-0.309800,-0.725005,-0.821176
-0.079515,-0.572590,0.029139,-0.396988,-0.571630,-0.637098,-0.602772,0.298191,1.995526
0.948670,-1.026647,-0.288535,0.163597,-0.044783,-0.460603,-0.233941,1.481662,-0.821176
0.674155,-0.703658,0.505651,0.158564,-0.028171,0.166834,0.113962,1.004735,-0.821176
1.996821,-1.326231,-0.923885,-0.523749,-0.265489,0.150067,-0.186857,-1.133272,-0.117001
1.153309,-1.302826,0.108558,0.464712,-0.092247,-0.394418,-0.097919,2.298934,1.995526
0.704102,-0.703658,0.585070,0.625337,0.258984,-0.077611,0.344154,2.028090,-0.821176
1.253133,-1.429213,-1.400397,0.110971,0.334926,0.593950,0.454018,-0.188844,1.995526
1.248142,-1.433894,-0.923885,0.148496,0.228133,0.428928,0.302301,-0.676722,1.995526
0.694120,-0.727063,0.187977,-0.603375,-0.538406,-0.230278,-0.550455,-0.461900,-0.821176
0.659181,-0.862812,0.267395,-0.655086,-0.469583,0.330091,-0.338574,-0.787767,1.995526
0.609269,-0.778554,-0.209117,0.547084,1.272334,0.807508,1.058272,-0.630652,-0.821176
0.569340,-0.684934,0.505651,0.130649,-0.073262,-0.260282,-0.037755,0.831825,-0.821176
-1.462076,0.990864,1.299838,-0.441377,-0.460091,-0.517964,-0.485060,0.142551,1.995526
1.193239,-0.745787,0.743907,-0.066128,-0.372283,-0.372356,-0.341190,-0.096702,-0.117001
-1.262428,1.795996,1.141001,-0.602460,-0.766231,-0.805650,-0.791110,-0.726321,-0.117001
-1.347279,1.103208,-1.003304,1.045432,0.472571,0.782799,0.590041,1.062916,1.291351
-1.147631,0.953416,-1.479816,0.778182,0.622082,0.342446,0.637125,0.857624,-0.117001
0.629234,-0.717701,0.426233,-1.023928,-0.941847,-0.832124,-0.955907,-1.182660,-0.821176
0.170044,0.073388,0.187977,0.103192,0.161684,0.919582,0.263064,-0.820674,-0.117001
0.739040,-0.759830,0.585070,-0.536105,-0.415000,0.099766,-0.411817,-0.170732,-0.821176
1.253133,-1.349636,0.426233,-0.329260,-0.282102,-0.215276,-0.192088,-0.447737,1.995526
1.188248,-1.340274,-1.162141,0.429475,1.077733,0.194191,0.888244,-0.753700,1.995526
-1.282393,0.962778,0.664489,-0.226753,-0.006812,-0.292934,0.145352,-0.460900,1.291351
0.659181,-0.759830,1.299838,-0.848659,-0.635706,-0.348530,-0.691709,-1.464457,-0.821176
0.604278,-0.759830,0.346814,0.230410,-0.170562,-0.186155,-0.092687,1.386466,-0.821176
-0.878106,1.416835,-0.923885,0.059718,0.109474,-0.132324,0.179357,-0.674090,-0.117001
0.664172,-0.694296,1.299838,-0.641357,-0.633333,-0.817122,-0.618466,-0.383132,-0.821176
-1.147631,0.953416,-0.050279,-0.377310,-0.578750,-0.504727,-0.579229,0.587991,-0.117001
-0.069533,0.546169,-0.923885,-0.265651,-0.407881,-0.146443,-0.346422,0.032981,-0.117001
0.953662,-0.731744,0.346814,-0.254210,-0.305834,-0.367944,-0.325495,-0.676143,-0.117001
0.724067,-0.493013,-1.241560,-0.010298,0.266104,0.462462,0.098267,-0.956413,-0.117001
-0.423908,2.221967,-0.209117,-0.450529,-0.533659,-0.585032,-0.573998,-0.734746,-0.117001
0.599287,-0.741106,1.855769,-0.491258,-0.550272,-0.572677,-0.500755,-0.129610,-0.821176
0.599287,-0.745787,1.141001,-0.536105,-0.616721,-0.615918,-0.547839,0.108958,-0.821176
-1.367243,2.254734,-0.288535,-0.018536,0.045398,0.098001,0.129657,-0.973577,-0.117001
0.768987,-0.694296,1.141001,-0.431309,-0.604855,-0.662689,-0.608003,0.162453,-0.117001
0.709093,-0.689615,0.743907,-0.075738,-0.021051,0.208310,-0.152851,-0.839629,-0.821176
-1.332305,1.168742,0.664489,0.268393,0.062010,-0.088200,0.103499,0.117225,1.291351
2.021777,-1.387084,-1.797490,0.076650,0.102354,1.219623,0.247369,-0.952306,-0.117001
-1.417155,0.990864,1.855769,-0.084433,0.202028,0.447460,0.129657,-0.779711,1.291351
0.609269,-0.727063,1.855769,-0.251007,-0.355670,-0.456191,-0.325495,-0.030044,-0.821176
0.918723,-0.727063,0.346814,-0.588731,-0.647572,-0.153503,-0.634161,-0.508024,-0.117001
1.263116,-1.218568,-1.003304,0.098615,-0.244131,-0.301759,-0.134540,1.318913,-0.821176
0.599287,-0.741106,0.505651,-0.082145,0.033532,-0.234691,0.061646,-0.413302,-0.821176
-1.232481,0.944054,-1.479816,2.591275,1.870377,2.119744,2.062745,1.256678,1.291351
0.629234,-0.727063,-0.129698,-0.513681,-0.066142,0.157127,0.048567,-0.512868,-0.821176
0.609269,-0.773873,0.346814,-0.344361,-0.144457,0.082117,-0.131925,-0.395821,-0.821176
-1.332305,2.282820,-0.447373,-0.192431,-0.379402,-0.369709,-0.422280,0.362164,-0.117001
0.763996,-0.811321,0.585070,-1.199654,-1.264600,-1.244238,-1.290731,-1.775054,-0.821176
-1.272411,0.812986,-0.844466,-0.466546,-0.728260,-0.767704,-0.725715,2.648915,1.291351
0.838864,-0.942389,-0.367954,-0.741576,-0.711648,-0.847126,-0.689094,-0.425781,-0.821176
0.634225,-0.759830,1.855769,-0.545715,-0.462464,-0.239103,-0.432744,-0.952306,-0.821176
-1.222499,0.630427,-0.606210,-0.527410,-0.341431,-0.389123,-0.312416,-0.893914,1.995526
-0.933009,0.986183,-0.288535,-0.997844,-1.001177,-0.930961,-1.029150,-0.389240,-0.117001
-0.528723,-0.235558,-1.003304,0.019905,0.394256,-0.397065,0.312764,-1.096942,-0.821176
1.178265,-1.326231,-0.765048,-0.846829,-0.607228,-0.794178,-0.707404,-1.128797,1.995526
0.778970,-0.881536,0.108558,0.340239,0.436973,0.744853,0.399086,0.344262,-0.821176
-0.833186,1.880254,0.505651,-0.917303,-0.925235,-1.062449,-1.039613,-0.791242,-0.117001
-1.147631,1.107889,-0.923885,0.035006,-0.227518,0.044170,-0.220862,0.517594,-0.117001
0.190009,-0.689615,0.426233,-0.012129,-0.170562,0.104178,-0.173778,0.053199,1.995526
-1.062781,0.733409,-1.082722,-0.963522,-0.910996,-0.843596,-0.900975,0.410078,-0.821176
-1.122675,0.817667,0.267395,-0.451445,-0.692663,-0.579737,-0.618466,1.566432,-0.821176
0.214965,0.307438,0.585070,-0.845914,-0.846920,-0.900074,-0.835579,-1.264272,-0.117001
0.818899,-0.928346,0.029139,-0.633120,-0.386522,-0.200274,-0.359501,-0.186001,-0.821176
0.958653,-0.698977,-1.559234,0.567676,-0.113606,0.344211,-0.024676,2.428722,-0.117001
