8.000000000000000000e+00,6.903540374413896075e+01
8.929292929292929060e+00,6.926013796810697443e+01
9.858585858585858119e+00,7.076875011215742006e+01
1.078787878787878896e+01,7.218757215997966625e+01
1.171717171717171624e+01,7.076311911140184918e+01
1.264646464646464707e+01,7.086595594405017096e+01
1.357575757575757613e+01,7.254659833058710205e+01
1.450505050505050519e+01,7.137483910199688353e+01
1.543434343434343425e+01,6.957231506507578445e+01
1.636363636363636331e+01,6.984685215434326722e+01
1.729292929292929415e+01,6.797536952279946831e+01
1.822222222222222143e+01,6.703095924340271949e+01
1.915151515151515227e+01,6.677588513874813714e+01
3.123232323232323182e+01,6.806352729576471461e+01
3.216161616161616621e+01,6.773694458807041485e+01
3.309090909090909349e+01,7.010292816891306700e+01
3.402020202020202078e+01,6.982084735708723144e+01
3.494949494949494806e+01,7.063855980238662369e+01
3.587878787878787534e+01,7.062229861592777524e+01
3.680808080808080263e+01,7.313815578838470799e+01
3.773737373737373701e+01,7.109916717234463590e+01
3.866666666666667140e+01,6.965729442846112818e+01
3.959595959595959869e+01,7.093930452029378841e+01
4.052525252525252597e+01,6.813275674570321883e+01
4.145454545454545325e+01,6.867977760712398094e+01
5.446464646464646364e+01,6.766231397051480201e+01
5.539393939393939092e+01,6.792674835948463397e+01
5.632323232323232531e+01,6.855734595845976287e+01
5.725252525252525260e+01,7.066332655211661518e+01
5.818181818181817988e+01,7.174727289440889422e+01
5.911111111111110716e+01,7.212071040821669499e+01
6.004040404040404155e+01,7.060447344022595928e+01
6.096969696969696884e+01,7.115530548254911025e+01
6.189898989898989612e+01,7.158238561306734482e+01
6.282828282828283051e+01,7.179205547049267011e+01
6.375757575757575779e+01,6.970754366882923136e+01
6.468686868686867797e+01,6.921361717278271897e+01
6.561616161616160525e+01,6.739466657924781146e+01
6.747474747474747403e+01,6.740124280050451944e+01
6.840404040404040131e+01,6.704445218292818254e+01
7.769696969696970257e+01,6.754968225409459137e+01
7.862626262626262985e+01,6.778780054664230192e+01
7.955555555555555713e+01,6.837049432700580098e+01
8.048484848484848442e+01,6.966916581842956191e+01
8.141414141414141170e+01,6.838385898108506922e+01
8.234343434343433898e+01,7.078556999057022381e+01
8.327272727272726627e+01,7.179906715681455864e+01
8.420202020202020776e+01,7.313417649481409910e+01
8.513131313131313505e+01,7.111776967392337667e+01
8.606060606060606233e+01,7.057436341835466465e+01
8.698989898989898961e+01,7.041032658337911698e+01
8.791919191919191690e+01,7.116728722756570846e+01
8.884848484848484418e+01,6.977033470978986429e+01
8.977777777777777146e+01,6.799958176549907307e+01
9.070707070707071296e+01,6.808259457434054696e+01
9.163636363636364024e+01,6.671559732721054559e+01
9.256565656565656752e+01,6.670200323181727242e+01
